Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-06-27,279.85,282.839,276.735,276.834,1053400,0.0,0.0
2018-06-28,276.961,279.67,273.611,277.855,879900,0.0,0.0
2018-06-29,278.523,282.514,277.602,277.837,688700,0.0,0.0
2018-07-02,276.699,280.798,275.056,278.893,636700,0.0,0.0
2018-07-03,279.832,281.81,277.909,278.866,336000,0.0,0.0
2018-07-05,279.498,280.374,275.895,278.333,677800,0.0,0.0
2018-07-06,277.539,279.995,275.516,277.53,689600,0.0,0.0
2018-07-09,278.55,284.735,278.216,283.254,864300,0.0,0.0
2018-07-10,283.299,284.88,282.234,284.536,801100,0.0,0.0
2018-07-11,282.721,284.049,280.861,281.512,720900,0.0,0.0
2018-07-12,285.042,291.209,283.561,290.866,1216400,0.0,0.0
2018-07-13,288.898,291.029,285.584,290.505,1417500,0.0,0.0
2018-07-16,291.462,292.979,289.015,289.241,607600,0.0,0.0
2018-07-17,289.801,291.227,288.663,290.026,762800,0.0,0.0
2018-07-18,290.902,292.925,289.412,292.293,921200,0.0,0.0
2018-07-19,291.607,292.925,289.864,292.699,856300,0.0,0.0
2018-07-20,291.408,293.71,290.225,292.491,678000,0.0,0.0
2018-07-23,293.169,293.169,285.647,285.936,787600,0.0,0.0
2018-07-24,289.078,292.356,280.41,285.485,1926500,0.0,0.0
2018-07-25,279.913,282.505,264.807,266.821,4482900,0.0,0.0
2018-07-26,265.015,266.83,259.227,266.649,3206500,0.0,0.0
2018-07-27,267.263,273.205,267.263,272.374,2140700,0.0,0.0
2018-07-30,271.489,272.365,265.611,266.216,1272800,0.0,0.0
2018-07-31,267.904,273.195,266.116,271.326,1724000,0.0,0.0
2018-08-01,270.884,272.202,268.834,271.697,1476600,0.0,0.0
2018-08-02,268.807,270.992,267.922,269.701,924300,0.0,0.0
2018-08-03,269.466,269.683,266.369,268.401,703900,0.0,0.0
2018-08-06,267.733,268.211,264.003,266.757,997000,0.0,0.0
2018-08-07,266.992,268.915,264.581,266.604,1082000,0.0,0.0
2018-08-08,266.721,267.092,264.789,266.324,674900,0.0,0.0
2018-08-09,267.001,267.019,261.728,263.146,1654800,0.0,0.0
